1316,3357,5,450,2005-06-08 02:26:10.333222+00,h-66-166-49-4.lsanca54.covad.net
1317,3357,5,1024,2005-06-08 02:27:17.482194+00,h-66-166-49-4.lsanca54.covad.net
1440,7506,8,640,2005-06-09 04:54:15.883383+00,64.81.32.164
1442,7506,8,640,2005-06-09 04:55:09.941809+00,64.81.32.164
1443,7506,8,640,2005-06-09 04:55:16.491049+00,64.81.32.164
1444,7506,8,640,2005-06-09 04:55:27.453008+00,64.81.32.164
1445,7506,8,640,2005-06-09 04:55:31.415498+00,64.81.32.164
1447,7506,8,640,2005-06-09 04:55:42.786243+00,64.81.32.164
1805,7506,1,450,2005-06-09 23:59:48.192325+00,adsl-66-72-38-230.dsl.bltnin.ameritech.net
1886,7506,8,640,2005-06-12 07:23:05.633547+00,64.81.32.164
1936,7506,1,640,2005-06-13 05:37:25.558402+00,64.81.32.164
1952,7506,8,640,2005-06-13 09:40:45.262743+00,64.81.32.164
1953,7506,8,640,2005-06-13 09:42:07.584374+00,64.81.32.164
2021,7506,1,640,2005-06-15 08:30:54.264268+00,64.81.32.164
2440,7506,8,640,2005-06-21 08:06:07.303058+00,64.81.32.164
2447,7506,8,640,2005-06-21 08:13:51.368762+00,64.81.32.164
3647,70,1,450,2005-06-26 04:47:40.477681+00,adsl-69-234-134-67.dsl.irvnca.pacbell.net
5228,7506,1,450,2005-07-01 21:47:14.280469+00,pom-nat-84-27.pomona.edu
5230,7506,1,640,2005-07-01 21:54:45.071034+00,pom-nat-84-27.pomona.edu
5242,7506,1,640,2005-07-01 22:35:28.203518+00,pom-nat-84-27.pomona.edu
5251,7506,1,640,2005-07-01 22:41:10.638278+00,pom-nat-84-27.pomona.edu
5257,7506,1,640,2005-07-01 22:42:58.503093+00,pom-nat-84-27.pomona.edu
5272,7506,1,640,2005-07-02 16:55:58.446195+00,pool-71-105-250-110.lsanca.dsl-w.verizon.net
5344,7506,1,450,2005-07-03 05:04:50.310543+00,pcp0011111644pcs.elkrdg01.md.comcast.net
5397,7506,1,450,2005-07-04 03:59:14.750415+00,rrcs-67-52-46-241.west.biz.rr.com
5471,7506,1,640,2005-07-06 03:19:14.765692+00,64.81.32.164
5546,113,1,450,2005-07-06 18:54:47.567582+00,129-79-192-246.dhcp-bl.indiana.edu
5623,7506,1,450,2005-07-07 19:48:14.028772+00,m7p.aetna.com
5652,7506,1,450,2005-07-07 20:18:08.342342+00,tmspxy04.toyota.com
6103,69,1,450,2005-07-09 02:18:10.078519+00,crawl-66-249-65-202.googlebot.com
6145,7,1,450,2005-07-09 02:23:51.114104+00,crawl-66-249-65-202.googlebot.com
6181,70,1,450,2005-07-09 02:29:31.344082+00,crawl-66-249-65-202.googlebot.com
7013,3334,1,450,2005-07-09 05:24:31.576807+00,crawl-66-249-65-202.googlebot.com
7399,7506,1,640,2005-07-11 21:28:22.239987+00,pom-nat-84-27.pomona.edu
7400,7506,1,1024,2005-07-11 21:28:25.724968+00,pom-nat-84-27.pomona.edu
7401,7506,1,640,2005-07-11 21:28:38.056628+00,pom-nat-84-27.pomona.edu
7565,8117,1,450,2005-07-12 14:58:03.617881+00,129-79-192-246.dhcp-bl.indiana.edu
7566,8117,1,450,2005-07-12 17:05:05.881247+00,m7p.aetna.com
7567,8117,1,450,2005-07-12 17:05:17.167861+00,m7p.aetna.com
7568,8117,1,450,2005-07-12 17:05:21.582953+00,m7p.aetna.com
7569,8117,1,640,2005-07-12 17:05:31.192562+00,m7p.aetna.com
7551,8111,8,640,2005-07-12 06:20:33.224971+00,64.81.32.164
7552,8111,8,640,2005-07-12 06:20:37.135232+00,64.81.32.164
7553,8111,8,640,2005-07-12 06:20:39.330531+00,64.81.32.164
7554,8111,8,640,2005-07-12 06:20:46.535836+00,64.81.32.164
7556,8117,8,640,2005-07-12 06:21:26.403775+00,64.81.32.164
7557,8117,8,640,2005-07-12 06:21:42.702008+00,64.81.32.164
7558,8117,8,640,2005-07-12 06:22:24.470534+00,64.81.32.164
7559,8117,8,640,2005-07-12 06:22:30.903927+00,64.81.32.164
7560,8117,8,640,2005-07-12 06:22:36.744623+00,64.81.32.164
7561,8116,8,640,2005-07-12 06:22:41.834684+00,64.81.32.164
7562,8117,8,640,2005-07-12 06:22:44.771776+00,64.81.32.164
7563,8117,8,640,2005-07-12 06:22:46.99923+00,64.81.32.164
7564,8117,8,640,2005-07-12 06:23:01.274841+00,64.81.32.164
7574,8117,1,640,2005-07-13 04:26:22.735094+00,64.81.32.164
7575,8117,1,1024,2005-07-13 04:26:26.170327+00,64.81.32.164
7766,8111,8,640,2005-07-13 23:54:10.92336+00,pom-nat-84-27.pomona.edu
7767,8111,8,640,2005-07-13 23:54:36.682062+00,pom-nat-84-27.pomona.edu
7768,8111,8,640,2005-07-13 23:54:41.424559+00,pom-nat-84-27.pomona.edu
7769,8111,8,640,2005-07-13 23:54:47.774674+00,pom-nat-84-27.pomona.edu
7770,8111,8,640,2005-07-13 23:54:53.651764+00,pom-nat-84-27.pomona.edu
7783,8116,8,640,2005-07-13 23:57:43.378024+00,pom-nat-84-27.pomona.edu
7784,8116,8,640,2005-07-13 23:58:07.751087+00,pom-nat-84-27.pomona.edu
7785,8116,8,640,2005-07-13 23:58:18.034116+00,pom-nat-84-27.pomona.edu
7786,8117,8,640,2005-07-13 23:58:24.044222+00,pom-nat-84-27.pomona.edu
7890,8117,8,640,2005-07-15 09:27:08.1936+00,64.81.32.164
7997,8116,1,450,2005-07-18 14:35:35.860401+00,129-79-192-246.dhcp-bl.indiana.edu
8002,8111,1,450,2005-07-18 14:36:00.565852+00,129-79-192-246.dhcp-bl.indiana.edu
8073,8111,1,640,2005-07-21 06:22:00.228999+00,64.81.32.164
8134,8111,1,1024,2005-07-23 00:33:58.154455+00,pom-nat-84-27.pomona.edu
8136,8111,1,1024,2005-07-23 00:38:32.138885+00,pom-nat-84-27.pomona.edu
8139,8111,1,1024,2005-07-23 00:39:10.637993+00,pom-nat-84-27.pomona.edu
8142,8111,1,1024,2005-07-23 00:43:47.063111+00,pom-nat-84-27.pomona.edu
8147,8111,1,1024,2005-07-23 00:50:34.733151+00,pom-nat-84-27.pomona.edu
8177,8111,1,1024,2005-07-23 01:25:48.634295+00,pom-nat-84-27.pomona.edu
8203,8111,1,1024,2005-07-23 04:14:23.648582+00,64.81.32.164
8207,8111,1,1024,2005-07-23 04:15:25.293821+00,64.81.32.164
8211,8111,1,1024,2005-07-23 04:16:46.899262+00,64.81.32.164
8274,8116,1,450,2005-07-23 04:29:57.944355+00,ip68-231-134-169.tc.ph.cox.net
8764,8111,1,640,2005-07-23 08:00:27.242798+00,64.81.32.164
8769,8116,1,640,2005-07-23 08:00:29.376673+00,64.81.32.164
8770,8117,1,640,2005-07-23 08:00:29.937433+00,64.81.32.164
8884,8111,1,640,2005-07-23 09:30:51.742112+00,64.81.32.164
8889,8116,1,640,2005-07-23 09:30:53.060241+00,64.81.32.164
8890,8117,1,640,2005-07-23 09:30:53.304179+00,64.81.32.164
8893,8111,1,640,2005-07-23 09:31:46.423501+00,64.81.32.164
8898,8116,1,640,2005-07-23 09:31:47.5524+00,64.81.32.164
8899,8117,1,640,2005-07-23 09:31:47.692105+00,64.81.32.164
8901,8111,1,640,2005-07-23 09:32:50.475864+00,64.81.32.164
8906,8116,1,640,2005-07-23 09:32:51.572715+00,64.81.32.164
8907,8117,1,640,2005-07-23 09:32:51.683345+00,64.81.32.164
8953,8111,1,640,2005-07-23 10:07:35.649028+00,64.81.32.164
8958,8116,1,640,2005-07-23 10:07:37.192588+00,64.81.32.164
8959,8117,1,640,2005-07-23 10:07:37.342407+00,64.81.32.164
8962,8111,1,640,2005-07-23 10:07:55.858355+00,64.81.32.164
8967,8116,1,640,2005-07-23 10:07:57.171875+00,64.81.32.164
8968,8117,1,640,2005-07-23 10:07:57.412234+00,64.81.32.164
8969,8111,1,640,2005-07-23 10:08:02.801234+00,64.81.32.164
8973,6390,1,640,2005-07-23 10:08:26.833611+00,64.81.32.164
8976,6536,1,640,2005-07-23 10:08:28.696136+00,64.81.32.164
8981,8111,1,640,2005-07-23 10:08:30.459271+00,64.81.32.164
8986,8116,1,640,2005-07-23 10:08:31.59511+00,64.81.32.164
8987,8117,1,640,2005-07-23 10:08:31.710368+00,64.81.32.164
8995,6390,1,640,2005-07-23 10:09:39.628616+00,64.81.32.164
8998,6536,1,640,2005-07-23 10:09:40.014435+00,64.81.32.164
9003,8111,1,640,2005-07-23 10:09:41.286721+00,64.81.32.164
9008,8116,1,640,2005-07-23 10:09:42.177356+00,64.81.32.164
9009,8117,1,640,2005-07-23 10:09:42.406763+00,64.81.32.164
10876,7,8,640,2005-07-26 06:09:00.995162+00,64.81.32.164
10975,3681,8,640,2005-07-26 06:09:48.992122+00,64.81.32.164
10981,3834,8,640,2005-07-26 06:09:52.693328+00,64.81.32.164
10998,7506,8,640,2005-07-26 06:10:03.967597+00,64.81.32.164
11056,113,1,640,2005-07-26 09:28:31.978635+00,64.81.32.164
11095,8111,1,640,2005-07-26 09:29:56.494904+00,64.81.32.164
11100,8116,1,640,2005-07-26 09:29:57.848979+00,64.81.32.164
11101,8117,1,640,2005-07-26 09:29:58.085512+00,64.81.32.164
11373,7506,8,640,2005-07-28 07:35:46.766844+00,64.81.32.164
11442,8111,8,640,2005-07-28 08:09:33.909676+00,64.81.32.164
11447,8116,8,640,2005-07-28 08:09:35.412391+00,64.81.32.164
11448,8117,8,640,2005-07-28 08:09:35.641709+00,64.81.32.164
11452,8111,8,640,2005-07-28 08:12:28.436467+00,64.81.32.164
11457,8116,8,640,2005-07-28 08:12:29.576144+00,64.81.32.164
11458,8117,8,640,2005-07-28 08:12:29.765365+00,64.81.32.164
11594,6638,8,640,2005-07-28 08:22:45.116124+00,64.81.32.164
11831,8111,8,640,2005-07-28 19:51:26.231469+00,pom-nat-84-27.pomona.edu
11836,8116,8,640,2005-07-28 19:51:32.38819+00,pom-nat-84-27.pomona.edu
11837,8117,8,640,2005-07-28 19:51:33.746467+00,pom-nat-84-27.pomona.edu
11838,8111,8,640,2005-07-28 19:51:39.178085+00,pom-nat-84-27.pomona.edu
11839,8111,8,1280,2005-07-28 19:51:55.358408+00,pom-nat-84-27.pomona.edu
11840,8111,8,1280,2005-07-28 19:52:00.128496+00,pom-nat-84-27.pomona.edu
11842,8111,8,640,2005-07-28 19:52:12.133954+00,pom-nat-84-27.pomona.edu
11847,8116,8,640,2005-07-28 19:52:18.237542+00,pom-nat-84-27.pomona.edu
11848,8116,8,640,2005-07-28 19:52:18.660957+00,pom-nat-84-27.pomona.edu
13363,3334,1,450,2005-07-31 22:29:07.602295+00,crawl-66-249-65-77.googlebot.com
13486,7,1,450,2005-07-31 22:42:18.71173+00,crawl-66-249-65-77.googlebot.com
14134,69,1,450,2005-07-31 23:32:17.488112+00,crawl-66-249-65-77.googlebot.com
14226,70,1,450,2005-08-01 06:55:10.799059+00,crawl-66-249-65-77.googlebot.com
15020,8111,1,640,2005-08-06 02:11:43.767664+00,64.81.32.164
15025,8116,1,640,2005-08-06 02:11:45.816781+00,64.81.32.164
15026,8117,1,640,2005-08-06 02:11:46.325851+00,64.81.32.164
